logTime,정읍권_정읍시 마곡(배) 유량 금일적산차(46951),weekday,hour,is_holiday,is_weekend,month,정읍시_마곡(배) 1소블록 유량적산차(48419),정읍시_마곡(배) 2소블록 유량적산차(48423),정읍시_마곡(배) 3소블록 유량적산차(48427),정읍시_마곡(배) 4소블록 유량적산차(48431),정읍시_마곡(배) 5소블록 유량적산차(48435),정읍시_마곡(배) 7소블록 유량적산차(48443),정읍시_마곡(배) 8소블록 유량적산차(48447),정읍시_마곡(배) 9소블록 유량적산차(48451),목련_구간사용량(㎥),삼화그린_구간사용량(㎥),수성주공3_구간사용량(㎥),제일_구간사용량(㎥),한국원자력_구간사용량(㎥)
2025-05-05 00:00:00,327.0,0,0,0,0,5,5.0,6.0,34.0,103.0,41.0,31.0,29.0,27.0,2.42,0.0,0.0,17.62,3.6
2025-05-05 01:00:00,327.0,0,1,0,0,5,5.0,4.0,24.0,83.0,38.0,25.0,19.0,22.0,1.92,0.0,0.0,10.36,3.8
2025-05-05 02:00:00,222.0,0,2,0,0,5,4.0,5.0,19.0,68.0,31.0,16.0,16.0,20.0,1.63,0.0,0.0,7.12,3.8
2025-05-05 03:00:00,290.0,0,3,0,0,5,4.0,4.0,11.0,57.0,33.0,13.0,16.0,18.0,0.96,0.0,0.0,4.74,3.8
2025-05-05 04:00:00,371.0,0,4,0,0,5,4.0,4.0,11.0,56.0,36.0,14.0,16.0,19.0,0.92,0.0,0.0,4.05,3.8
2025-05-05 05:00:00,359.0,0,5,0,0,5,4.0,5.0,13.0,61.0,41.0,16.0,18.0,19.0,1.39,0.0,0.0,3.8,3.9
2025-05-05 06:00:00,271.0,0,6,0,0,5,4.0,6.0,34.0,72.0,45.0,21.0,22.0,23.0,2.04,0.0,0.0,3.35,3.8
2025-05-05 07:00:00,387.0,0,7,0,0,5,6.0,6.0,54.0,106.0,73.0,32.0,22.0,30.0,3.64,0.0,25.15,3.21,3.8
2025-05-05 08:00:00,559.0,0,8,0,0,5,10.0,8.0,108.0,102.0,77.0,42.0,46.0,38.0,7.18,0.0,0.0,3.73,4.0
2025-05-05 09:00:00,715.0,0,9,0,0,5,11.0,8.0,67.0,114.0,81.0,48.0,96.0,44.0,8.07,0.0,0.0,7.82,3.9
2025-05-05 10:00:00,740.0,0,10,0,0,5,10.0,8.0,94.0,154.0,82.0,48.0,40.0,50.0,7.01,0.0,27.13,13.89,4.0
2025-05-05 11:00:00,637.0,0,11,0,0,5,7.0,7.0,47.0,128.0,72.0,46.0,29.0,43.0,5.55,0.0,0.0,14.3,4.2
2025-05-05 12:00:00,659.0,0,12,0,0,5,8.0,6.0,85.0,141.0,65.0,40.0,33.0,39.0,5.76,0.0,0.0,13.96,4.3
2025-05-05 13:00:00,784.0,0,13,0,0,5,8.0,8.0,62.0,228.0,97.0,35.0,63.0,45.0,4.8,0.0,25.58,13.27,4.1
2025-05-05 14:00:00,827.0,0,14,0,0,5,8.0,11.0,71.0,158.0,83.5,37.0,83.0,53.0,5.17,9.0,0.0,11.46,4.2
2025-05-05 15:00:00,573.0,0,15,0,0,5,8.0,10.25,92.0,106.0,70.0,38.0,37.0,56.25,4.99,62.6,0.0,9.7,3.9
2025-05-05 16:00:00,505.0,0,16,0,0,5,8.0,9.5,77.0,104.0,59.0,37.0,46.0,59.5,4.43,62.7,0.0,9.71,3.9
2025-05-05 17:00:00,554.0,0,17,0,0,5,8.0,8.75,89.0,132.0,64.0,42.0,43.0,62.75,4.48,62.7,24.77,9.46,3.8
2025-05-05 18:00:00,627.0,0,18,0,0,5,9.0,8.0,61.0,136.0,71.0,44.0,34.0,66.0,5.27,22.2,0.61,9.63,3.8
2025-05-05 19:00:00,678.0,0,19,0,0,5,7.0,7.0,67.0,131.0,66.0,44.0,79.0,42.0,5.93,0.0,0.0,9.62,4.0
2025-05-05 20:00:00,715.0,0,20,0,0,5,11.0,6.0,107.0,135.0,63.0,41.0,79.0,44.0,6.34,0.0,8.56,12.57,3.6
2025-05-05 21:00:00,720.0,0,21,0,0,5,8.0,6.0,113.0,157.0,97.0,40.0,31.0,41.0,5.49,0.0,19.09,14.72,3.6
2025-05-05 22:00:00,574.0,0,22,0,0,5,8.0,5.0,96.0,122.0,63.0,35.0,25.0,32.0,4.51,0.0,0.0,14.92,3.6
2025-05-05 23:00:00,394.0,0,23,0,0,5,6.0,4.0,80.0,109.0,42.0,29.0,45.0,28.0,3.53,0.0,0.0,14.99,3.7
2025-05-06 00:00:00,367.0,1,0,0,0,5,7.0,3.0,33.0,111.0,41.0,23.0,80.0,22.0,1.81,0.0,22.72,11.7,3.6
2025-05-06 01:00:00,367.0,1,1,0,0,5,2.0,3.0,66.0,80.0,45.0,20.0,17.0,20.0,2.06,0.0,2.91,7.53,3.6
2025-05-06 02:00:00,216.0,1,2,0,0,5,6.0,2.0,20.0,63.0,33.0,17.0,16.0,18.0,1.14,0.0,0.0,6.86,3.6
2025-05-06 03:00:00,337.0,1,3,0,0,5,6.0,3.0,13.0,60.0,33.0,14.0,15.0,17.0,1.25,0.0,0.0,5.97,3.7
2025-05-06 04:00:00,366.0,1,4,0,0,5,4.0,2.0,11.0,56.0,37.0,14.0,15.0,18.0,0.94,0.0,0.0,4.02,3.6
2025-05-06 05:00:00,253.0,1,5,0,0,5,6.0,3.0,13.0,57.0,41.0,15.0,16.0,18.0,0.96,0.0,0.0,2.98,3.6
2025-05-06 06:00:00,262.0,1,6,0,0,5,7.0,4.0,19.0,65.0,48.0,19.0,34.0,21.0,2.21,0.0,0.0,2.89,3.7
2025-05-06 07:00:00,343.0,1,7,0,0,5,7.0,6.0,27.0,86.0,60.0,28.0,43.0,30.0,3.57,0.0,0.0,2.9,3.6
2025-05-06 08:00:00,486.0,1,8,0,0,5,12.0,7.0,77.0,107.0,72.0,32.0,30.0,36.0,6.47,0.0,10.92,3.09,3.6
2025-05-06 09:00:00,721.0,1,9,0,0,5,13.0,7.0,91.0,137.0,111.0,40.0,38.0,41.0,6.22,0.0,16.24,7.79,3.6
2025-05-06 10:00:00,847.0,1,10,0,0,5,12.0,8.0,81.0,230.0,95.0,41.0,95.0,45.0,5.43,0.0,0.0,10.69,3.6
2025-05-06 11:00:00,710.0,1,11,0,0,5,18.0,7.0,69.0,150.0,73.0,40.0,57.0,49.0,5.34,0.0,0.0,11.96,3.6
2025-05-06 12:00:00,587.0,1,12,0,0,5,20.0,6.0,92.0,149.0,71.0,41.0,33.0,55.0,5.15,0.0,27.92,12.56,3.6
2025-05-06 13:00:00,498.0,1,13,0,0,5,14.0,6.0,95.0,120.0,67.0,40.0,34.0,48.0,4.4,0.0,0.0,13.58,3.7
2025-05-06 14:00:00,604.0,1,14,0,0,5,12.0,6.0,94.0,124.0,66.0,41.0,61.0,81.0,4.4,37.5,0.0,14.41,4.0
2025-05-06 15:00:00,763.0,1,15,0,0,5,12.0,5.0,52.0,148.0,64.0,39.0,93.0,81.33333333333333,4.37,62.4,26.96,14.4,3.7
2025-05-06 16:00:00,718.0,1,16,0,0,5,13.0,7.0,93.0,118.0,86.0,38.0,32.0,81.66666666666667,4.67,62.7,0.0,14.45,3.6
2025-05-06 17:00:00,700.0,1,17,0,0,5,13.0,7.0,54.0,119.0,104.0,40.0,51.0,82.0,5.63,47.2,0.0,11.76,3.6
2025-05-06 18:00:00,727.0,1,18,0,0,5,12.0,7.0,120.0,135.0,73.0,43.0,55.0,39.0,5.53,0.0,0.0,11.51,3.9
2025-05-06 19:00:00,609.0,1,19,0,0,5,13.0,7.0,110.0,175.0,69.0,45.0,69.0,39.0,5.78,0.0,26.86,17.31,4.5
2025-05-06 20:00:00,668.0,1,20,0,0,5,12.0,8.0,91.5,154.0,65.0,45.0,99.0,48.0,6.71,0.0,0.0,17.44,4.3
2025-05-06 21:00:00,682.0,1,21,0,0,5,12.0,5.0,73.0,171.0,56.0,43.0,44.0,41.0,6.08,0.0,27.43,14.72,4.2
2025-05-06 22:00:00,674.0,1,22,0,0,5,10.0,6.0,105.0,151.0,77.0,35.0,33.0,33.0,4.49,0.0,0.0,15.59,4.0
2025-05-06 23:00:00,562.0,1,23,0,0,5,9.0,4.0,93.0,158.0,80.0,28.0,51.0,26.0,3.6,0.0,0.0,15.62,3.7
2025-05-07 00:00:00,398.0,2,0,0,0,5,9.0,3.0,82.0,100.0,42.0,23.0,73.0,23.0,2.44,0.0,0.0,13.45,3.9
2025-05-07 01:00:00,398.0,2,1,0,0,5,7.0,3.0,23.0,72.0,36.0,16.0,17.0,20.0,1.9,0.0,0.0,9.22,3.8
2025-05-07 02:00:00,239.0,2,2,0,0,5,7.0,2.0,49.0,59.0,34.0,13.0,20.0,18.0,0.98,0.0,0.0,5.78,3.6
2025-05-07 03:00:00,190.0,2,3,0,0,5,7.0,2.0,12.0,54.0,34.0,13.0,15.0,17.0,0.73,0.0,0.0,3.85,3.8
2025-05-07 04:00:00,342.0,2,4,0,0,5,7.0,3.0,8.0,52.0,35.0,12.0,15.0,17.0,0.8,0.0,0.0,3.03,3.8
2025-05-07 05:00:00,410.0,2,5,0,0,5,11.0,2.0,13.0,78.0,44.0,15.0,18.0,19.0,0.99,0.0,24.06,2.61,3.8
2025-05-07 06:00:00,349.0,2,6,0,0,5,19.0,5.0,66.0,87.0,48.0,22.0,23.0,24.0,2.88,0.0,0.0,2.7,4.5
2025-05-07 07:00:00,509.0,2,7,0,0,5,29.0,7.0,43.0,182.0,76.0,36.0,26.0,35.0,6.1,0.0,0.0,3.41,4.2
2025-05-07 08:00:00,746.0,2,8,0,0,5,33.0,8.0,80.0,149.0,100.0,47.0,71.0,46.0,7.47,0.0,23.23,10.43,4.7
2025-05-07 09:00:00,855.0,2,9,0,0,5,44.0,7.0,81.0,143.0,112.0,47.0,74.5,50.0,4.86,0.0,4.92,16.57,5.2
2025-05-07 10:00:00,772.0,2,10,0,0,5,48.0,7.0,52.0,125.0,123.0,47.0,78.0,50.0,4.08,0.0,0.0,14.73,6.0
2025-05-07 11:00:00,809.0,2,11,0,0,5,54.0,7.0,48.5,126.0,80.0,48.0,36.0,74.0,2.91,0.0,0.0,12.33,6.4
2025-05-07 12:00:00,712.0,2,12,0,0,5,62.0,7.0,45.0,140.0,72.0,44.0,37.0,60.0,2.84,0.0,26.56,8.22,19.8
2025-05-07 13:00:00,780.0,2,13,0,0,5,65.0,7.0,81.0,116.0,118.0,38.0,58.0,48.0,2.98,0.0,0.0,7.31,4.8
2025-05-07 14:00:00,769.0,2,14,0,0,5,52.0,5.0,74.0,116.0,117.0,36.0,41.0,48.75,3.3,56.0,0.0,7.33,11.8
2025-05-07 15:00:00,602.0,2,15,0,0,5,51.0,6.0,68.0,108.0,77.0,37.0,65.0,49.5,3.33,62.5,0.0,7.35,6.3
2025-05-07 16:00:00,505.0,2,16,0,0,5,50.0,7.0,39.0,104.0,70.0,35.0,34.0,50.25,2.8,62.6,0.0,7.36,4.3
2025-05-07 17:00:00,656.0,2,17,0,0,5,49.0,6.0,44.0,106.0,66.0,35.0,69.0,51.0,3.91,14.9,0.0,7.35,4.3
2025-05-07 18:00:00,819.0,2,18,0,0,5,50.0,6.0,102.0,150.0,122.0,40.0,76.0,42.0,5.28,0.0,27.96,8.59,4.6
2025-05-07 19:00:00,827.0,2,19,0,0,5,40.0,8.0,122.0,178.0,93.0,46.0,38.0,46.0,7.42,0.0,0.0,12.43,4.2
2025-05-07 20:00:00,781.0,2,20,0,0,5,37.0,7.0,121.0,183.0,68.0,47.0,38.0,44.0,8.1,0.0,0.0,16.64,10.5
2025-05-07 21:00:00,803.0,2,21,0,0,5,26.0,6.0,88.0,233.0,58.0,43.0,74.0,38.0,7.48,0.0,24.87,15.53,5.9
2025-05-07 22:00:00,703.0,2,22,0,0,5,26.0,5.0,78.0,158.0,57.0,38.0,117.0,35.0,4.55,0.0,0.0,17.57,11.3
2025-05-07 23:00:00,419.0,2,23,0,0,5,19.0,4.0,68.0,118.0,45.0,34.0,53.0,28.0,3.5,0.0,0.0,17.75,3.9
2025-05-08 00:00:00,439.0,3,0,0,0,5,15.0,3.0,45.5,103.0,37.0,27.0,33.0,25.0,2.27,0.0,0.0,15.13,3.9
2025-05-08 01:00:00,439.0,3,1,0,0,5,14.0,2.0,23.0,104.0,38.0,16.0,17.0,21.0,1.44,0.0,25.43,11.03,4.2
2025-05-08 02:00:00,345.0,3,2,0,0,5,17.0,3.0,15.0,63.0,37.0,14.0,15.0,21.0,0.87,0.0,0.0,7.05,4.0
2025-05-08 03:00:00,430.0,3,3,0,0,5,22.0,2.0,10.0,55.0,91.0,11.0,15.0,18.0,0.85,0.0,0.0,5.16,4.0
2025-05-08 04:00:00,275.0,3,4,0,0,5,21.0,2.0,9.0,56.0,38.0,13.0,15.0,18.0,0.63,0.0,0.0,4.75,3.7
2025-05-08 05:00:00,237.0,3,5,0,0,5,20.0,3.0,13.0,56.0,55.0,17.0,16.0,18.0,1.22,0.0,0.0,3.44,3.7
2025-05-08 06:00:00,294.0,3,6,0,0,5,19.0,4.0,23.0,79.0,52.0,22.0,23.0,24.0,3.22,0.0,0.0,3.01,3.7
2025-05-08 07:00:00,452.0,3,7,0,0,5,22.0,6.0,43.0,102.0,76.0,32.0,26.0,32.0,6.86,0.0,0.0,2.97,4.1
2025-05-08 08:00:00,797.0,3,8,0,0,5,30.0,8.0,63.0,155.0,87.0,44.0,109.0,41.0,7.37,0.0,29.96,6.74,4.3
2025-05-08 09:00:00,754.0,3,9,0,0,5,46.0,9.0,52.0,128.0,77.0,44.0,87.0,48.0,4.51,0.0,0.0,13.01,4.8
2025-05-08 10:00:00,696.0,3,10,0,0,5,50.0,8.0,59.0,119.0,68.0,42.0,35.0,51.0,2.81,0.0,0.0,14.6,4.5
2025-05-08 11:00:00,676.0,3,11,0,0,5,54.0,8.0,49.0,117.0,69.0,42.0,41.0,49.0,3.18,0.0,0.0,13.2,4.5
2025-05-08 12:00:00,769.0,3,12,0,0,5,59.0,7.0,102.0,141.0,92.0,41.0,34.0,45.0,3.45,0.0,25.04,11.61,4.7
2025-05-08 13:00:00,783.0,3,13,0,0,5,59.0,7.0,73.0,116.0,98.0,37.0,39.0,51.0,2.83,0.0,0.0,10.06,4.4
2025-05-08 14:00:00,519.0,3,14,0,0,5,56.0,9.0,44.0,125.0,76.0,37.0,41.0,46.0,3.15,0.0,0.0,8.2,4.6
2025-05-08 15:00:00,681.0,3,15,0,0,5,57.0,6.0,49.16666666666666,144.0,65.0,34.0,35.0,54.0,2.34,16.0,0.0,8.08,3.9
2025-05-08 16:00:00,878.0,3,16,0,0,5,52.0,8.0,54.333333333333336,122.0,63.0,37.0,82.0,51.25,2.63,62.6,0.0,6.18,4.1
2025-05-08 17:00:00,1003.0,3,17,0,0,5,52.0,6.0,59.5,107.0,64.0,34.0,73.0,48.5,2.68,62.5,0.0,5.85,4.5
2025-05-08 18:00:00,1126.0,3,18,0,0,5,41.0,7.0,64.66666666666667,225.0,80.0,41.0,55.0,45.75,4.42,61.1,21.97,7.48,4.4
2025-05-08 19:00:00,750.0,3,19,0,0,5,28.0,8.0,69.83333333333334,135.0,71.0,46.0,47.0,43.0,6.37,0.0,0.0,10.56,17.8
2025-05-08 20:00:00,748.0,3,20,0,0,5,27.0,7.0,75.0,164.0,114.0,47.0,37.0,44.0,7.01,0.0,26.95,12.59,3.9
2025-05-08 21:00:00,719.0,3,21,0,0,5,29.0,6.0,75.0,139.0,83.0,42.0,98.0,42.0,6.54,0.0,0.0,15.21,4.1
2025-05-08 22:00:00,521.0,3,22,0,0,5,20.0,5.0,75.0,137.0,51.0,35.0,85.0,36.0,4.69,0.0,0.0,17.4,4.1
2025-05-08 23:00:00,535.0,3,23,0,0,5,14.0,5.0,55.5,118.0,47.0,27.0,24.0,26.0,4.67,0.0,0.0,18.24,4.3
2025-05-09 00:00:00,502.0,4,0,0,0,5,12.0,3.0,36.0,123.0,43.0,22.0,20.0,23.0,2.56,0.0,26.06,15.43,4.3
2025-05-09 01:00:00,502.0,4,1,0,0,5,10.0,2.0,22.0,75.0,35.0,19.0,18.0,19.0,1.55,0.0,0.0,9.92,4.3
2025-05-09 02:00:00,211.0,4,2,0,0,5,15.0,3.0,14.0,59.0,32.0,16.0,15.0,16.0,1.1,0.0,0.0,6.18,4.1
2025-05-09 03:00:00,194.0,4,3,0,0,5,17.0,2.0,10.0,52.0,30.0,12.0,15.0,16.0,1.24,0.0,0.0,6.0,4.0
2025-05-09 04:00:00,201.0,4,4,0,0,5,18.0,3.0,9.0,51.0,34.0,12.0,15.0,15.0,0.87,0.0,0.0,5.61,3.9
2025-05-09 05:00:00,228.0,4,5,0,0,5,16.0,2.0,10.0,52.0,42.0,14.0,15.0,17.0,1.28,0.0,0.0,4.07,3.9
2025-05-09 06:00:00,416.0,4,6,0,0,5,15.0,4.0,18.0,65.0,45.0,20.0,22.0,20.0,2.52,0.0,0.0,3.43,3.8
2025-05-09 07:00:00,647.0,4,7,0,0,5,17.0,6.0,41.0,93.0,59.0,28.0,70.0,29.0,6.5855428571428565,8.26441717791411,5.889028571428571,13.913942857142857,8.332515337423313
2025-05-09 08:00:00,847.0,4,8,0,0,5,37.0,8.0,64.0,157.0,68.5,41.0,106.0,43.0,10.651085714285713,16.52883435582822,11.778057142857142,24.397885714285714,12.865030674846626
2025-05-09 09:00:00,601.0,4,9,0,0,5,49.0,6.0,53.0,169.0,78.0,47.0,55.0,46.0,14.716628571428572,24.793251533742332,17.66708571428571,34.88182857142857,17.397546012269938
2025-05-09 10:00:00,597.0,4,10,0,0,5,49.0,6.0,48.0,121.0,74.0,47.0,51.0,47.0,18.782171428571427,33.05766871165644,23.556114285714283,45.36577142857143,21.930061349693254
2025-05-09 11:00:00,571.0,4,11,0,0,5,44.0,7.0,43.0,126.0,71.0,41.0,36.0,51.0,22.847714285714286,41.32208588957055,29.445142857142855,55.84971428571428,26.462576687116567
2025-05-09 12:00:00,635.0,4,12,0,0,5,49.0,6.0,43.0,100.0,68.0,41.0,37.0,51.0,26.913257142857145,49.586503067484664,35.33417142857142,66.33365714285713,30.99509202453988
2025-05-09 13:00:00,732.0,4,13,0,0,5,59.0,7.0,43.0,127.0,70.0,39.0,94.0,50.0,30.9788,57.85092024539877,41.2232,76.8176,35.52760736196319
2025-05-09 14:00:00,835.0,4,14,0,0,5,58.0,5.0,42.5,198.0,68.0,36.0,62.0,76.0,35.04434285714286,66.11533742331288,47.11222857142857,87.30154285714286,40.060122699386504
2025-05-09 15:00:00,513.0,4,15,0,0,5,54.0,5.0,42.0,112.0,70.0,31.0,36.0,65.0,39.10988571428572,74.37975460122699,53.001257142857135,97.78548571428571,44.59263803680982
2025-05-09 16:00:00,508.0,4,16,0,0,5,58.0,6.0,37.0,105.0,68.0,29.0,32.0,54.0,43.175428571428576,82.6441717791411,58.89028571428571,108.26942857142856,49.12515337423313
2025-05-09 17:00:00,681.0,4,17,0,0,5,56.0,6.0,48.0,137.0,117.0,33.0,31.0,43.0,47.240971428571434,90.90858895705522,64.77931428571428,118.75337142857143,53.65766871165644
2025-05-09 18:00:00,751.0,4,18,0,0,5,57.0,7.0,115.0,120.0,90.0,37.0,41.0,43.0,51.30651428571429,99.17300613496933,70.66834285714285,129.23731428571426,58.190184049079754
2025-05-09 19:00:00,800.0,4,19,0,0,5,51.0,7.0,86.0,133.0,76.5,43.0,45.0,45.0,55.372057142857145,107.43742331288344,76.55737142857141,139.72125714285713,62.722699386503066
2025-05-09 20:00:00,753.0,4,20,0,0,5,34.0,7.0,61.0,163.0,63.0,42.0,98.0,41.0,59.4376,115.70184049079754,82.4464,150.2052,67.25521472392639
2025-05-09 21:00:00,723.0,4,21,0,0,5,24.0,5.0,62.0,136.0,56.0,40.0,63.0,42.0,63.50314285714286,123.96625766871165,88.33542857142857,160.68914285714285,71.78773006134969
2025-05-09 22:00:00,526.0,4,22,0,0,5,21.0,5.0,63.0,127.0,47.0,33.0,46.0,34.0,67.5686857142857,132.23067484662576,94.22445714285713,171.17308571428572,76.32024539877301
2025-05-09 23:00:00,496.0,4,23,0,0,5,15.0,5.0,48.0,114.0,41.0,32.0,52.0,28.0,71.63422857142857,140.49509202453987,100.1134857142857,181.65702857142855,80.85276073619632
2025-05-10 00:00:00,331.0,5,0,0,1,5,13.0,3.0,33.0,94.0,39.0,29.0,51.0,23.0,75.69977142857142,148.75950920245398,106.00251428571427,192.14097142857142,85.38527607361964
2025-05-10 01:00:00,331.0,5,1,0,1,5,11.0,2.0,21.0,77.0,35.0,22.0,70.0,20.0,79.76531428571428,157.0239263803681,111.89154285714285,202.62491428571428,89.91779141104294
2025-05-10 02:00:00,385.0,5,2,0,1,5,12.0,3.0,16.0,87.0,90.0,17.0,16.0,20.0,83.83085714285714,165.2883435582822,117.78057142857142,213.10885714285712,94.45030674846626
2025-05-10 03:00:00,366.0,5,3,0,1,5,11.0,2.0,11.0,56.0,33.0,13.0,16.0,18.0,87.8964,173.55276073619632,123.66959999999999,223.59279999999998,98.98282208588958
2025-05-10 04:00:00,402.0,5,4,0,1,5,9.0,3.0,11.0,90.0,34.0,12.0,15.0,17.0,91.96194285714286,181.81717791411043,129.55862857142856,234.07674285714285,103.51533742331289
2025-05-10 05:00:00,233.0,5,5,0,1,5,13.0,2.0,13.0,70.0,40.0,14.0,17.0,19.0,96.02748571428572,190.08159509202454,135.44765714285714,244.5606857142857,108.0478527607362
2025-05-10 06:00:00,252.0,5,6,0,1,5,11.0,5.0,18.0,62.0,44.0,22.0,21.0,22.0,100.09302857142858,198.34601226993865,141.3366857142857,255.04462857142855,112.58036809815951
2025-05-10 07:00:00,307.0,5,7,0,1,5,13.0,6.0,29.0,62.0,58.0,29.0,26.0,27.0,104.15857142857143,206.61042944785277,147.22571428571428,265.5285714285714,117.11288343558283
2025-05-10 08:00:00,502.0,5,8,0,1,5,16.0,6.0,38.0,88.0,69.0,36.0,26.0,33.0,108.22411428571428,214.87484662576688,153.11474285714283,276.01251428571425,121.64539877300614
2025-05-10 09:00:00,731.0,5,9,0,1,5,23.0,9.0,45.5,116.0,71.0,44.0,30.0,41.0,112.28965714285714,223.139263803681,159.0037714285714,286.49645714285714,126.17791411042946
2025-05-10 10:00:00,754.0,5,10,0,1,5,23.0,6.0,53.0,156.0,73.0,48.0,95.0,49.0,116.3552,231.40368098159507,164.8928,296.9804,130.71042944785276
2025-05-10 11:00:00,872.0,5,11,0,1,5,23.0,6.0,51.0,166.0,131.0,47.0,64.0,56.0,120.42074285714286,239.66809815950919,170.78182857142855,307.4643428571428,135.2429447852761
2025-05-10 12:00:00,760.0,5,12,0,1,5,29.0,5.0,49.0,144.0,100.5,43.0,38.0,50.0,124.48628571428571,247.9325153374233,176.67085714285713,317.9482857142857,139.7754601226994
2025-05-10 13:00:00,539.0,5,13,0,1,5,25.0,6.0,48.0,122.0,70.0,44.0,37.0,51.0,128.5518285714286,256.19693251533744,182.55988571428568,328.43222857142854,144.30797546012272
2025-05-10 14:00:00,542.0,5,14,0,1,5,25.0,5.0,49.0,112.0,66.5,39.0,45.0,63.0,132.61737142857143,264.4613496932515,188.44891428571427,338.91617142857143,148.84049079754604
2025-05-10 15:00:00,672.0,5,15,0,1,5,23.0,5.0,46.0,110.0,63.0,43.0,99.0,59.0,136.6829142857143,272.72576687116566,194.33794285714285,349.40011428571427,153.37300613496936
2025-05-10 16:00:00,731.0,5,16,0,1,5,22.0,6.0,43.0,132.0,60.0,42.0,74.0,55.0,140.74845714285715,280.99018404907974,200.2269714285714,359.8840571428571,157.90552147239265
2025-05-10 17:00:00,676.0,5,17,0,1,5,24.0,5.0,48.0,114.0,62.0,43.0,30.0,51.0,144.81400000000002,289.2546012269939,206.11599999999999,370.368,162.43803680981597
2025-05-10 18:00:00,629.0,5,18,0,1,5,17.0,6.0,59.0,119.0,65.0,44.0,31.0,47.0,148.87954285714287,297.51901840490797,212.00502857142854,380.85194285714283,166.9705521472393
2025-05-10 19:00:00,671.0,5,19,0,1,5,18.0,7.0,62.5,132.0,62.0,43.0,36.0,46.0,152.94508571428574,305.78343558282205,217.89405714285712,391.33588571428567,171.5030674846626
2025-05-10 20:00:00,544.0,5,20,0,1,5,14.0,7.0,66.0,194.0,59.0,41.0,60.0,44.0,157.01062857142858,314.0478527607362,223.7830857142857,401.81982857142856,176.0355828220859
2025-05-10 21:00:00,541.0,5,21,0,1,5,14.0,6.0,90.0,153.0,56.0,39.0,93.0,42.0,161.07617142857146,322.3122699386503,229.67211428571426,412.3037714285714,180.56809815950922
2025-05-10 22:00:00,622.0,5,22,0,1,5,13.0,6.0,69.5,125.0,48.0,36.0,38.0,37.0,165.1417142857143,330.5766871165644,235.56114285714284,422.78771428571423,185.10061349693254
2025-05-10 23:00:00,526.0,5,23,0,1,5,10.0,5.0,49.0,110.0,42.0,27.0,25.0,30.0,169.20725714285715,338.8411042944785,241.4501714285714,433.2716571428571,189.63312883435586
2025-05-11 00:00:00,467.0,6,0,0,1,5,9.0,3.0,52.0,127.0,41.0,26.0,21.0,26.0,173.27280000000002,347.10552147239264,247.33919999999998,443.75559999999996,194.16564417177918
2025-05-11 01:00:00,467.0,6,1,0,1,5,8.0,4.0,86.0,78.0,35.0,18.0,23.0,22.0,177.33834285714286,355.3699386503067,253.22822857142856,454.23954285714285,198.69815950920247
2025-05-11 02:00:00,250.0,6,2,0,1,5,7.0,2.0,17.0,64.0,32.0,15.0,45.0,21.0,181.40388571428574,363.63435582822086,259.1172571428571,464.7234857142857,203.2306748466258
2025-05-11 03:00:00,211.0,6,3,0,1,5,7.0,3.0,12.0,52.0,27.0,14.0,33.0,20.0,185.46942857142858,371.89877300613495,265.0062857142857,475.2074285714285,207.7631901840491
2025-05-11 04:00:00,180.0,6,4,0,1,5,5.0,2.0,11.0,47.0,28.0,12.0,15.0,20.0,189.53497142857145,380.1631901840491,270.8953142857143,485.6913714285714,212.29570552147243
2025-05-11 05:00:00,256.0,6,5,0,1,5,6.0,3.0,14.0,50.0,33.0,15.0,23.0,21.0,193.6005142857143,388.42760736196317,276.7843428571428,496.17531428571425,216.82822085889572
2025-05-11 06:00:00,470.0,6,6,0,1,5,6.0,5.0,17.0,61.0,38.0,22.0,85.0,24.0,197.66605714285717,396.6920245398773,282.6733714285714,506.6592571428571,221.36073619631904
2025-05-11 07:00:00,510.0,6,7,0,1,5,6.0,5.0,25.0,121.0,61.0,30.0,20.0,26.0,201.73160000000001,404.9564417177914,288.56239999999997,517.1431999999999,225.89325153374236
2025-05-11 08:00:00,527.0,6,8,0,1,5,9.0,8.0,39.0,164.0,115.0,36.0,25.0,31.0,205.7971428571429,413.22085889570553,294.45142857142855,527.6271428571428,230.42576687116568
2025-05-11 09:00:00,522.0,6,9,0,1,5,9.0,8.0,48.0,111.0,63.0,43.0,30.0,38.0,209.86268571428573,421.4852760736196,300.34045714285713,538.1110857142857,234.958282208589
2025-05-11 10:00:00,607.0,6,10,0,1,5,9.0,8.0,57.0,117.0,67.0,47.0,49.0,41.0,213.92822857142858,429.74969325153376,306.22948571428566,548.5950285714284,239.4907975460123
2025-05-11 11:00:00,833.0,6,11,0,1,5,9.0,8.0,58.5,154.0,67.0,50.0,92.0,51.0,217.99377142857145,438.01411042944784,312.11851428571424,559.0789714285713,244.0233128834356
2025-05-11 12:00:00,711.0,6,12,0,1,5,9.0,9.0,60.0,131.0,62.0,47.0,49.0,57.66666666666666,222.0593142857143,446.278527607362,318.0075428571428,569.5629142857142,248.55582822085893
2025-05-11 13:00:00,736.0,6,13,0,1,5,10.0,6.0,59.0,134.0,73.0,45.0,40.0,64.33333333333333,226.12485714285717,454.54294478527606,323.8965714285714,580.046857142857,253.08834355828225
